Key,File,Type,UsedInMainMenu,NoTranslate,english,Spanish,latam
bammoBundle44MagnumBulletHP,items,Ammo,,,Box of HP .44 Magnum Ammo (1000),Caja de munición HP .44 Magnum (1000),Caja de munición HP .44 Magnum (1000)
bammoBundle762mmBulletAP,items,Ammo,,,Box of AP 7.62mm Ammo (1000),Caja de munición AP 7.62mm (1000),Caja de munición AP 7.62mm (1000)
bammoBundle762mmBulletBall,items,Ammo,,,Box of 7.62mm Ammo (1000),Caja de munición 7.62mm Ammo (1000),Caja de munición 7.62mm Ammo (1000)
bammoBundle762mmBulletHP,items,Ammo,,,Box of HP 7.62mm Ammo (1000),Caja de munición HP 7.62mm (1000),Caja de munición HP 7.62mm (1000)
bammoBundle9mmBulletAP,items,Ammo,,,Box of AP 9mm Ammo (1000),Caja de munición AP 9mm (1000),Caja de munición AP 9mm (1000)
bammoBundle9mmBulletBall,items,Ammo,,,Box of 9mm Ammo (1000),Caja de munición 9mm Ammo (1000),Caja de munición 9mm Ammo (1000)
bammoBundle9mmBulletHP,items,Ammo,,,Box of HP 9mm Ammo (1000),Caja de munición  (1000),Caja de munición  (1000)
bammoBundleShotgunBreachingSlug,items,Ammo,,,Box of Shotgun Breaching Slugs Ammo (1000),Caja de munición Shotgun Breaching Slugs (1000),Caja de munición Shotgun Breaching Slugs (1000)
bammoBundleShotgunShell,items,Ammo,,,Box of Shotgun Shells Ammo (1000),Caja de munición Shotgun Shells (1000),Caja de munición Shotgun Shells (1000)
bammoBundleShotgunSlug,items,Ammo,,,Box of Shotgun AP Slugs Ammo (1000),Caja de munición Shotgun AP Slugs (1000),Caja de munición Shotgun AP Slugs (1000)
proelectricDesc,items,desc,,,Advances electric component,Componente eléctrico avanzado,Componente eléctrico avanzado
ProSolarDesc,items,desc,,,Advances solar component,Componente solar avanzado,Componente solar avanzado
DbladeTrapDesc,items,desc,,,"Advanced blade tramp, have more durability, damage and can't be destroyed with projectiles","Trampa de hoja avanzada, tiene su durabilidad y daño aumentados, no puede ser destruida con proyectiles","Trampa de hoja avanzada, tiene su durabilidad y daño aumentados, no puede ser destruida con proyectiles"
profencesDesc,items,desc,,,"Advanced electrical fences, have more durability, dont degrade with the use and can't be destroyed with projectiles","Trampa de hoja avanzada, tiene su durabilidad aumentada, no se degrada con el uso y no puede ser destruida con proyectiles","Trampa de hoja avanzada, tiene su durabilidad aumentada, no se degrada con el uso y no puede ser destruida con proyectiles"
doorTrimHalfm2,blocks,Block,,,Wood Door Trim .5m,,
doorTrim1m2,blocks,Block,,,Wood Door Trim 1m,,,
pouredConcretedoorTrim1m,blocks,Block,,,Wet Concrete Door Trim 1m,,
pouredConcretedoorTrimHalfm,blocks,Block,,,Wet Concrete Door Trim .5m,,
conc,blocks,Block,,,Wet Concrete Plate Corner,,
hpcc,blocks,Block,,,Wet Concrete Half Plate Corner,,
hconc,blocks,Block,,,Wet Concrete Half Plate,,
pouredConcreteconcretePlatePole,blocks,Block,,,Wet Concrete Plate Pole,,
pouredConcretePlateCorner,blocks,Block,,,Wet Concrete Corner Round Plate,,
pouredConcreteTubeCenter,blocks,Block,,,Wet Concrete Tube Center,,
pouredConcreteTubeCorner,blocks,Block,,,Wet Concrete Tube Corner,,
pouredConcreteTunnelCenter,blocks,Block,,,Wet Concrete Tunnel Center,,
pouredConcreteTunnelCorner,blocks,Block,,,Wet Concrete Tunnel Corner,,
pouredConcretePoleCornerRound,blocks,Block,,,Wet Concrete Pole Corner Round,,
pouredConcretePlateCurved,blocks,block,,,Wet Concrete Curved Plate,,
glassBulletproofInvblock,blocks,block,,,[ffffff]Bulletproof Glass:[DECEA3] Clean cube,Vidrio a Prueba de Balas:[DECEA3] Cubo transparente,Vidrio a Prueba de Balas:[DECEA3] Cubo transparente
DF,ui_display,stat,,,Divine Streng,Fuerza Divina,Fuerza Divina
DV,ui_display,stat,,,Divine Speed,Velocidad Divina,Velocidad Divina
DP,ui_display,stat,,,Divine Protection,Protección Divina,Protección Divina
DivDesc,ui_display,,,,Atributes +2 - Damage x4 - Defence 50%!,Atributos +2 - Daños x4 - Defensa 50%!,Atributos +2 - Daños x4 - Defensa 50%!
DivDesc2,ui_display,stat,,,Stamine Regen 60% - Speed 50% - Bartering +30%,Regeneración de Estamina 60% - Velocidad 50% - Intercambio +30%,Regeneración de Estamina 60% - Velocidad 50% - Intercambio +30%
DivDesc3,ui_display,stat,,,Elemental Protection - Stamine Reduction - Carrying Capacity - XP +40%!! ,Protección Elemental - Reducción de Estamina - Aumento de Capacidad - XP +40%!!,Protección Elemental - Reducción de Estamina - Aumento de Capacidad - XP +40%!! 
glassBulletproofDplate,blocks,block,,,[ffffff]Bulletproof Glass:[DECEA3] Plate corner,[ffffff]Vidrio a Prueba de Balas:[DECEA3] Doble Plate,[ffffff]Vidrio a Prueba de Balas:[DECEA3] Doble Plate
glassBulletproofInvplated,blocks,block,,,[ffffff]Bulletproof Glass:[DECEA3] Clean sheet,Placa transparente lisa de vidrio a prueba de balas,Placa transparente lisa de vidrio a prueba de balas
glassBulletproofInvplate,blocks,block,,,[ffffff]Bulletproof Glass:[DECEA3] Clean plate,Vidrio a Prueba de Balas:[DECEA3] Placa Transparente,Vidrio a Prueba de Balas:[DECEA3] Placa Transparente
glassBulletprooroundplate,blocks,block,,,[ffffff]Bulletproof Glass:[DECEA3] Clean corner round plate,Vidrio a Prueba de Balas:[DECEA3] Placa transparente punta redonda,Vidrio a Prueba de Balas:[DECEA3] Placa transparente punta redonda

resourceCrushedSandBundle10k,items,bundle,,,Crushed Sand (Stack of 10000),Arena Fina (Stack de 10000),Arena Fina (Stack de 10000)
[Mitico]_Martillo_Divino_Usos,item,tool,,,[Mytic] Divine Hammer 200 Uses,[Mítico] Martillo Divino 200 Usos,[Mítico] Martillo Divino 200 Usos
MD100Desc,items,desc,,,An imitation of the Mytic Divine hammer\n\nIt contains his inmense power but break after only 200 uses\n\n**THIS ITEM BREAK AFTER 200 USES**,Una imitación del mítico martillo divino\n\nContiene todo su poder pero solo lo soporta por 200 usos\n\n**ESTE ÍTEM SE ROMPE DESPUÉS DE 200 USOS**,Una imitación del mítico martillo divino\n\nContiene todo su poder pero solo lo soporta por 200 usos\n\n**ESTE ÍTEM SE ROMPE DESPUÉS DE 200 USOS**
MDDesc,items,desc,,,"The mytic divine hammer, no block can stop his march!\n\nIt all mighty hammer gets 50% extra resourses!! and repair at light speed","El todo poderoso martillo divino!, Ningún bloque soporta su poder\n\nÉste poderoso martillo obtiene 50% extra de todos los recursos!! y romperá a velocidad súper rápida","El todo poderoso martillo divino!, Ningún bloque soporta su poder\n\nÉste poderoso martillo obtiene 50% extra de todos los recursos!! y romperá a velocidad súper rápida"
AAP1,ui_display,stat,,,"Perc,Fort,Agi,Int","Perc,Fort,Agi,Int","Perc,Fort,Agi,Int"
LDL,ui_display,stat,,,Night Vision,Visión Nocturna,Visión Nocturna
[Legendario] Destornillador de Impacto,item,tool,,,[Legend] Impact Driver,[Legendario] Desatornillador de Impacto,[Legendario] Desatornillador de Impacto

SP1desc,progression,Attribute,,,Good Luck Out There,Buena suerte ahí afuera,Buena suerte ahí afuera
SP1longdesc,progression,Attribute,,,"Requires lvl 50!\n\nUnlock Legendary Engineer lvl 1\nUnlock Master Books lvl 1","Requires lvl 50!\n\nDesbloquea Ingeniero Legendario lvl 1\nDesbloquea Libros Legendarios lvl 1","Requires lvl 50!\n\nDesbloquea Ingeniero Legendario lvl 1\nDesbloquea Libros Legendarios lvl 1"

SP2desc,progression,Attribute,,,Beyond Normal,Por encima de lo normal,Por encima de lo normal
SP2longdesc,progression,Attribute,,,Requires lvl 100\n\nUnlocks Weapons Masteries lvl 1\n +5 Max HP/ST,Requiere lvl 100\n\nDesbloquea Maestrías de Armas lvl 1\n+5 Max HP/ST,Requiere lvl 100\n\nDesbloquea Maestrías de Armas lvl 1\n+5 Max HP/ST

SP3desc,progression,Attribute,,,Lost Knowledge,Conocimiento Perdido,Conocimiento Perdido
SP3longdesc,progression,Attribute,,,Requires lvl 100!\n\nUnlock Legendary Blacksmith lvl 1\nUnlock Master Books lvl 2\n+10 Max HP/ST,Requiere lvl 100!\n\nDesbloquea Herrero Legendario lvl 1\nDesbloquea Libros Maestros lvl 2\n+10 Max HP/ST,Requiere lvl 100!\n\nDesbloquea Herrero Legendario lvl 1\nDesbloquea Libros Maestros lvl 2\n+10 Max HP/ST

SP4desc,progression,Attribute,,,For future generations,Para futuras generaciones,Para futuras generaciones
SP4longdesc,progression,Attribute,,,Requires lvl 150\n\nUnlock Legendary Engineer lvl 2\nUnlock Master Books lvl 3\n+15 Max HP/ST,Requiere lvl 150\n\nDesbloquea Ingeniero Legendario lvl 2\nDesbloquea Libros Legendarios lvl 3\n+15 Max HP/ST,Requiere lvl 150\n\nDesbloquea Ingeniero Legendario lvl 2\nDesbloquea Libros Legendarios lvl 3\n+15 Max HP/ST

SP5desc,progression,Attribute,,,Above everything already known,Por encima de todo lo ya conocido,Por encima de todo lo ya conocido
SP5longdesc,progression,Attribute,,,Requires lvl 200\n\nUnlocks Weapons Masteries lvl 2\n+25 Max HP/ST,Requiere lvl 200\n\nDesbloquea Maestrías de Armas lvl 2\n+25 Max HP/ST,Requiere lvl 200\n\nDesbloquea Maestrías de Armas lvl 2\n+25 Max HP/ST

SP6desc,progression,Attribute,,,Legendary,Legendario,Legendario
SP6longdesc,progression,Attribute,,,Requires lvl 200\n\nUnlock Legendary Blacksmith lvl 2\n +20 Max HP/ST,Requiere lvl 200\n\nDesbloquea Herrero Legendario lvl 2\n+20 Max HP/ST,Requiere lvl 200\n\nDesbloquea Herrero Legendario lvl 2\n+20 Max HP/ST

SP7desc,progression,Attribute,,,The one who knows everything,Aquel que todo lo sabe,Aquel que todo lo sabe
SP7longdesc,progression,Attribute,,,Requires lvl 250\n\nUnlock Legendary Engineer lvl 3\n+30 Max HP/ST,Requiere lvl 250\n\nDesbloquea Ingeniero Legendario lvl 3\n+30 Max HP/ST,Requiere lvl 250\n\nDesbloquea Ingeniero Legendario lvl 3\n+30 Max HP/ST

SP8desc,progression,Attribute,,,Beyond what is already known,Más allá de lo que ya se sabe,Más allá de lo que ya se sabe
SP8longdesc,progression,Attribute,,,Requires lvl 300\n\nUnlocks Weapons Masteries lvl 3\n +40 Max HP/ST,Requiere lvl 300\n\nDesbloquea Maestrías de Armas lvl 3\n+40 Max HP/ST,Requiere lvl 300\n\nDesbloquea Maestrías de Armas lvl 3\n+40 Max HP/ST

SP9desc,progression,Attribute,,,Myth,Mitico,Mitico
SP9longdesc,progression,Attribute,,,Requires lvl 300\n\nUnlock Legendary Blacksmith lvl 3\n+35 Max HP/ST,Requiere lvl 300\n\nDesbloquea Herrero Legendario lvl 3\n+35 Max HP/ST,Requiere lvl 300\n\nDesbloquea Herrero Legendario lvl 3\n+35 Max HP/ST

SP10longdesc,progression,Attribute,,,Requires lvl 350\n\n+10% Damage to Zombies\nUnlocks Betsy MK1 and Betsy MK2 the flying motorcycles!\n+50 Max HP/ST,Requiere lvl 350\n\n+10% Daño a Zombies\nDesbloquea a BetsyMK1 y BetsyMK2 las motos voladoras especiales!\n+50 Max HP/ST,Requiere lvl 350\n\n+10% Daño a Zombies\nDesbloquea a BetsyMK1 y BetsyMK2 las motos voladoras especiales!\n+50 Max HP/ST

ltool,ui_display,name,,,[Legendary Tools],[Herramientas Legendarias],[Herramientas Legendarias]
lweapon,ui_display,name,,,[Legendary Weapons],[Armas Legendarias],[Armas Legendarias]
larmor,ui_display,name,,,[Unique Items],[Items Unique],[Items Unique]
lmats,ui_display,name,,,[Special Materials],[Materiales Especiales],[Materiales Especiales]
ltrap,ui_display,name,,,[Special Ammo and Mods],[Municion y Mods Especiales],[Municion y Mods Especiales]
ltech,ui_display,name,,,[Legendary Technology],[Herramientas Legendarias],[Herramientas Legendarias]
lbook,ui_display,name,,,[Master Books],[Libros Maestros],[Libros Maestros]
mitems,ui_display,name,,,[Mytic Items],[Ítems Míticos],[Ítems Míticos]
aitems,ui_display,name,,,[Ancients],[Ancestrales],[Ancestrales]
SPWK,blocks,workstation,,,Legendary Workbench,Mesa de Trabajo Legendaria,Mesa de Trabajo Legendaria
SPWKDesc,blocks,desc,,,Unlocked by Advanced Engineering lvl 2\n\nThis Workbench is used to craft the special items in the server,Desbloqueada por Ingeniería Avanzada lvl 2\n\nÉsta mesa de trabajo es usada para crear los ítems especiales del servidor,Desbloqueada por Ingeniería Avanzada lvl 2\n\nÉsta mesa de trabajo es usada para crear los ítems especiales del servidor
SPOGyroPlac,items,vehicle,,,[Legend] Special Operation Gyrocopter,[Legendario] Giróscopo de Operaciones Especiales,[Legendario] Giróscopo de Operaciones Especiales
LegKit,items,kit,,,[Event] Mineral Kit,[Evento] Kit de Minerales,[Evento] Kit de Minerales
LegKitDesc,desc,vehicle,,,Special event kit to celebrate the new patch\nPress A to open,Kit de evento especial para celebrar el nuevo parche\nPresiona A para abrirlo,Kit de evento especial para celebrar el nuevo parche\nPresiona A para abrirlo
betsy,vehicles,vehicle,,,Betsy MK1,Betsy MK1,Betsy MK1
betsy2,vehicles,vehicle,,,Betsy MK2,Betsy MK2,Betsy MK2
betsy3,vehicles,vehicle,,,Betsy,Betsy,Betsy
SPO4x4,vehicles,vehicle,,,S.O. 4x4,E.O. 4x4,E.O. 4x4
SPOGyro,vehicles,vehicle,,,S.O. Gyrocopter,E.O. Gyrocoptero,E.O. Gyrocoptero
modUNArmorCust,item_modifiers,mod,,,[UNIQUE] Special Fittings,[UNIQUE] Accesorios Especiales,[UNIQUE] Accesorios Especiales
modUNArmorPlat,item_modifiers,mod,,,[UNIQUE] Reinforced Armor Plate,[UNIQUE] Placa de Armadura Reforzada,[UNIQUE] Placa de Armadura Reforzada
modArmouni,item_modifiers,mod,,,An unique Reinforced Plate Mod,Un mod de Placa Reforzada unique,Un mod de Placa Reforzada unique
moddevinp,item_modifiers,mod,,,The ultimate damage modification\n+110% extra damage when attacking\nDisable radiation regen for 90 seconds \n\nAn special mod that combine the power of the 3 damage mods\n\nCrafted by smelting a Blessed stone and using all the knowlage to conbine the other two mods into one perfect part to conbine the stats,El modificador de daño definitivo!\n+110% de daño cuando atacas\nDesactiva la regeneración de radiación por 90 segundos\n\nUn mod especial que combina los tres modificadores de daño en uno solo\nFue crafteado derritiendo una piedra bendecida y usando todo el conocimiento para combinarlo con los otros dos modificadores para crear el mod perfecto para cualquier arma,El modificador de daño definitivo!\n+110% de daño cuando atacas\nDesactiva la regeneración de radiación por 90 segundos\n\nUn mod especial que combina los tres modificadores de daño en uno solo\nFue crafteado derritiendo una piedra bendecida y usando todo el conocimiento para combinarlo con los otros dos modificadores para crear el mod perfecto para cualquier arma
modArmounipart,item_modifiers,mod,,,A special Part to craft the UNIQUE armors\n\nCrafthing this item will give you 5 at the same time,Una parte especial para crear las armaduras UNIQUE\n\nCraftear este ítem te dará 5 al mismo tiempo,Una parte especial para crear las armaduras UNIQUE\n\nCraftear este ítem te dará 5 al mismo tiempo
Divine_mod,item_modifiers,mod,,,[Mytic]Divine Mod,[Mítico]Modificardor Divino,[Mítico]Modificardor Divino
Divine_mod2,item_modifiers,mod,,,[Donation]Divine Mod,[Donación]Modificardor Divino,[Donación]Modificardor Divino
modArmounipart2,item,desc,,,A special Part to craft the UNIQUE armors MODS\n\nCrafthing this item will give you 5 at the same time,Una parte especial para crear MODS de armadura UNIQUE\n\nCraftear este ítem te dará 5 al mismo tiempo,Una parte especial para crear MODS de armadura UNIQUE\n\nCraftear este ítem te dará 5 al mismo tiempo
LSTPR,item,desc,,,Special Reinforced Part,Parte Reforzada Especial,Parte Reforzada Especial
meleeToolPaintToolAdmin,item,desc,,,[Special] Spraygun,[Special] Pistola de Pintura,[Special] Pistola de Pintura
proelectricfence,items,item,,,Advanced Electrical Fences,Postes Eléctricos Avanzados,Postes Eléctricos Avanzados

ProSolarbank,items,item,,,Advanced Solar Bank,Banco Solar Avanzado,Banco Solar Avanzado
ProGeneratorbank,items,item,,,Advanced Generator,Generador Avanzado,Generador Avanzado
ProBatterybank,items,item,,,Advanced Battery Bank,Banco de Baterías Avanzado,Banco de Baterías Avanzado
ProPressureplate,items,item,,,Advanced Pressure Plate,Placas de Presión Avanzada,Placas de Presión Avanzada
ProPressureplateLong,items,item,,,Advanced Pressure Plate Long,Placa de Presión Larga Avanzada,Placa de Presión Larga Avanzada
Promotionsensor,items,item,,,Advanced Motion Sensor,Sensor de Movimiento Avanzado,Sensor de Movimiento Avanzado

pppdesc,items,desc,,,"Advanced version of the preassure plates, it have a lot more durability than normal ones have the power reduced and can't be destroyed with projectiles","Versión avanzada de las Placas de Presión, tiene su durabilidad aumentada, además de su consumo de poder reducido y no pueden ser destruidos con proyectiles","Versión avanzada de las Placas de Presión, tiene su durabilidad aumentada, además de su consumo de poder reducido y no pueden ser destruidos con proyectiles"
Promotionsensordesc,items,desc,,,"Advanced Motion Sensor, it have a lot more durability than normal ones have the power reduced and can't be destroyed with projectiles","Versión avanzada del sensor de movimiento, tiene su durabilidad aumentada, además de su consumo de poder reducido y no pueden ser destruidos con proyectiles","Versión avanzada del sensor de movimiento, tiene su durabilidad aumentada, además de su consumo de poder reducido y no pueden ser destruidos con proyectiles"
progenedesc,items,desc,,,"Advanced generator, it have a lot more durability than normal ones and double the power generated and can't be destroyed with projectiles","Versión avanzada de los generadores, tienen su durabilidad aumentada, además de generación de energía duplicada y no pueden ser destruidos con proyectiles","Versión avanzada de los generadores, tienen su durabilidad aumentada, además de generación de energía duplicada y no pueden ser destruidos con proyectiles"

ProSolarCell,items,item,,,Advanzed Solar Cells,Panel Solar Avanzado,Panel Solar Avanzado
ProEngine,items,item,,,Advanced Container Generator,Generador Contenedor Avanzado,Generador Contenedor Avanzado
ProCarBattery,items,item,,,Advanzed Litum Batterys,Baterías de Litum Avanzada,Baterías de Litum Avanzada
trapSpikesSteelDmg0,items,item,,,Steel Spike Traps,Trampas de Pico de Acero,Trampas de Pico de Acero


PMASKILL,progression,Attribute,,,Gun Master,Maestro de armas,Maestro de armas
PMASDESC1,progression,Attribute,,,No longer a Noob!,Más que un novato!,Más que un novato!
PMASDESC2,progression,Attribute,,,"I shot, therefore i am","Disparo, luego existo","Disparo, luego existo"
PMASDESC3,progression,Attribute,,,Once upon a time a gun,Érase una vez un arma,Érase una vez un arma
PMASLONDESC1,progression,Attribute,,,"Requires Perk Special LVL 1\n\nUnlocks all Range Weapon's Master books cover page.","Requiere Perk Special LVL 1\n\nDesbloquea la portada del libro Maestro de todas las armas de rango","Requiere Perk Special LVL 1\n\nDesbloquea la portada del libro Maestro de todas las armas de rango"
PMASLONDESC2,progression,Attribute,,,"Requires Perk Special LVL 2\n\nUnlocks all Range Weapon's Master books pages.","Requiere Perk Special LVL 2\n\nDesbloquea las páginas del libro Maestro de todas las armas de rango","Requiere Perk Special LVL 2\n\nDesbloquea las páginas del libro Maestro de todas las armas de rango"
PMASLONDESC3,progression,Attribute,,,"Requires Perk Special LVL 4\n\nUnlocks all Range Weapon's Master Books.","Requiere Perk Special LVL 4\n\nDesbloquea los libros Maestros de todas las armas de rango.","Requiere Perk Special LVL 4\n\nDesbloquea los libros Maestros de todas las armas de rango."


PBdesc1,progression,Attribute,,,Now you can portray your knowledge as a master in a book\nRanged Weapons Master Books: Pistol/Revolver/Sniper/Shotgun/Automatic/Ranger/Hunter,Ahora puedes plasmar tu conocimiento de maestro en un libro\nLibros Maestros de Armas de Rango: Pistolas/Revólver/Francotirador/Escopetas/Tirador/Ranger/Cazador,Ahora puedes plasmar tu conocimiento de maestro en un libro\nLibros Maestros de Armas de Rango: Pistolas/Revólver/Francotirador/Escopetas/Tirador/Ranger/Cazador
PBdesc2,progression,Attribute,,,Now you can portray your knowledge as a master in a book\nMelee Weapons Master Books: Blacksmith/Spear/Mallet/Demolition/Brawler/Shadow,Ahora puedes plasmar tu conocimiento de maestro en un libro\nLibros Maestros de Armas Melee: Herrero/Lanza/Mazo/Demoledor/Peleador/Sobras,Ahora puedes plasmar tu conocimiento de maestro en un libro\nLibros Maestros de Armas Melee: Herrero/Lanza/Mazo/Demoledor/Peleador/Sobras
PBdesc3,progression,Attribute,,,Now you can portray your knowledge as a master in a book\nWasteland Master Books: Tech/Tank/Infiltrator/Looter/Adventurer,Ahora puedes plasmar tu conocimiento de maestro en un libro\nLibros Maestros del Wasteland: Tecnología/Tanque/Infiltrador/Looter/Aventurero,Ahora puedes plasmar tu conocimiento de maestro en un libro\nLibros Maestros del Wasteland: Tecnología/Tanque/Infiltrador/Looter/Aventurero
PBdesc,progression,Attribute,,,Unlock all the legendary materials and technologys recipes,Desbloquea las recetas de materiales y tecnologías legendarias,Desbloquea las recetas de materiales y tecnologías legendarias
PHLD,progression,Attribute,,,Unlocks the legendary and mythic recipes!,Desbloquea las recetas legendarias y míticas,Desbloquea las recetas legendarias y míticas

PPLD,progression,Attribute,,,"If you are going to shot, do it old west style!\n\nMaster the damage of handguns and SMG","Si vas a disparar, ¡hazlo al estilo del viejo oeste!\n\nMaximiza el daño de las armas de una mano y SMG","Si vas a disparar, ¡hazlo al estilo del viejo oeste!\n\nMaximiza el daño de las armas de una mano y SMG"
PELD,progression,Attribute,,,Everything that begins can be destroyed\n\nMaster the damage of shotguns,Todo lo que comienza puede ser destruido\n\nMaximiza el daño de las escopetas,Todo lo que comienza puede ser destruido\n\nMaximiza el daño de las escopetas
PRLD,progression,Attribute,,,"An old creed said by the best snipers\n\nMaster the damage of rifles","Un viejo credo dicho por los mejores francotiradoresn\n\nMaximiza el daño de los rifles","Un viejo credo dicho por los mejores francotiradoresn\n\nMaximiza el daño de los rifles"
PMLD,progression,Attribute,,,"Why pew pew when you can pewpewpewpewpewpew!\n\nMaster the damage of automatic rifles","¿Por qué piu piu cuando puedes piupiupiupiupiupiu?\n\nMaximiza el daño de los rifles automaticos","¿Por qué piu piu cuando puedes piupiupiupiupiupiu?\n\nMaximiza el daño de los rifles automaticos"
PBLD,progression,Attribute,,,"Target in sight a bow and arrow at hand nothing else matters\n\nMaster the damage of bows and crossbows","Objetivo a la vista un arco y una flecha en mano nada más importan\n\nMaximiza el daño de los arcos y ballestas","Objetivo a la vista un arco y una flecha en mano nada más importan\n\nMaximiza el daño de los arcos y ballestas"


PBMArname,progression,Attribute,,,Melee Master,Maestro Cuerpo a cuerpo,Maestro Cuerpo a cuerpo
PBMArlongdesc1,progression,Attribute,,,"Requires Perk Special LVL 1\n\nUnlocks all Melee Weapon's Master books cover page.","Requiere Perk Special LVL 1\n\nDesbloquea la portada del libro Maestro de todas las armas melee.","Requiere Perk Special LVL 1\n\nDesbloquea la portada del libro Maestro de todas las armas melee."
PBMArlongdesc2,progression,Attribute,,,"Requires Perk Special LVL 2\n\nUnlocks all Melee Weapon's Master books pages.","Requiere Perk Special LVL 2\n\nDesbloquea las páginas del libro Maestro de todas las armas melee.","Requiere Perk Special LVL 2\n\nDesbloquea las páginas del libro Maestro de todas las armas melee."
PBMArlongdesc3,progression,Attribute,,,"Requires Perk Special LVL 4\n\nUnlocks all Melee Weapon's Master Books.","Requiere Perk Special LVL 4\n\nDesbloquea los libros Maestros de todas las armas melee.","Requiere Perk Special LVL 4\n\nDesbloquea los libros Maestros de todas las armas melee."
PBMArdesc1,progression,Attribute,,,Tank,Tanque,Tanque
PBMArdesc2,progression,Attribute,,,Unstoppable Force,Fuerza Imparable,Fuerza Imparable
PBMArdesc3,progression,Attribute,,,Juggernaut,Juggernaut,Juggernaut

PMMSKILL,progression,Attribute,,,Wasteland Master,Maestro del Wasteland,Maestro del Wasteland
PMMSDESC1,progression,Attribute,,,Poner el pico en el hierro,Poner el pico en el hierro
PMMSDESC2,progression,Attribute,,,Para que sepas que te quiero,Para que sepas que te quiero
PMMSDESC3,progression,Attribute,,,Como buen MINEROOO!,Como buen MINEROOO!
PMMSLONDESC1,progression,Attribute,,,"Requires Perk Special LVL 1\n\nUnlocks Wasteland Master books cover pages.","Requiere Perk Special LVL 1\n\nDesbloquea las portadas de los libros maestros del wasteland ","Requiere Perk Special LVL 1\n\nDesbloquea las portadas de los libros maestros del wasteland "
PMMSLONDESC2,progression,Attribute,,,"Requires Perk Special LVL 2\n\nUnlocks Wasteland Master books pages.","Requiere Perk Special LVL 2\n\nDesbloquea las páginas de los libros maestros del wasteland ","Requiere Perk Special LVL 2\n\nDesbloquea las páginas de los libros maestros del wasteland "
PMMSLONDESC3,progression,Attribute,,,"Requires Perk Special LVL 4\n\nUnlocks Wasteland Master Books.","Requiere Perk Special LVL 4\n\nDesbloquea los libros Maestros del Wasteland ","Requiere Perk Special LVL 4\n\nDesbloquea los libros Maestros del Wasteland "


PMISKILL,progression,Attribute,,,Legendary Engineer,Ingeniero Legendario,Ingeniero Legendario
PMISDESC1,progression,Attribute,,,Did you try restarting it?,Intentaste Reiniciándolo?,Intentaste Reiniciándolo?
PMISDESC2,progression,Attribute,,,Zombies won't like this,A los zombies no les gustará esto,A los zombies no les gustará esto
PMISDESC3,progression,Attribute,,,How do i turn this on,How do i turn this on,How do i turn this on
PMISLONDESC1,progression,Attribute,,,"Requires Perk Special LVL 1\n\nUnlocks Platinum Ingot/Legendary Workbench.\nUnlocks Advanced Generator/Battery Bank and their energy items.\nUnlocks Wireless blocks","Requiere Perk Special LVL 1\n\nDesbloquea el Lingote de Platino\nDesbloquea Mesa Legendaria\nDesbloquea los generadores/bancos de batería avanzados y sus ítems de energía.\nDesbloquea los bloques esconde cables","Requiere Perk Special LVL 1\n\nDesbloquea el Lingote de Platino\nDesbloquea Mesa Legendaria\nDesbloquea los generadores/bancos de batería avanzados y sus ítems de energía.\nDesbloquea los bloques esconde cables"
PMISLONDESC2,progression,Attribute,,,"Requires Perk Special LVL 4\n\nUnlocks Blessed Metal\nUnlocks advanced electric fences\nUnlocks advanced motion sensors\nUnlocks advanced preasure plates","Requiere Perk Special LVL 4\n\nDesbloquea Metal Bendecido\nDesbloquea cercas eléctricas avanzadas\nDesbloquea sensor de movimiento avanzado\nDesbloquea placas de presión avanzadas","Requiere Perk Special LVL 4\n\nDesbloquea Metal Bendecido\nDesbloquea cercas eléctricas avanzadas\nDesbloquea sensor de movimiento avanzado\nDesbloquea placas de presión avanzadas"
PMISLONDESC3,progression,Attribute,,,"Requires Perk Special LVL 7\n\nUnlocks leged robotic turret and ammo\nUnlocks advance Solar energy items\nUnlocks Diamond Blade Traps\nUnlocks advence turrest","Requiere Perk Special LVL 7\n\nDesbloquea la Torreta robotica legendaria y su municion\nDesbloquea los ítems de energía solar avanzada\nDesbloquea las trampas de hoja de diamante\nDesbloquea torretas avanzadas","Requiere Perk Special LVL 7\n\nDesbloquea la Torreta robotica legendaria y su municion\nDesbloquea los ítems de energía solar avanzada\nDesbloquea las trampas de hoja de diamante\nDesbloquea torretas avanzadas"

SHLS,progression,Attribute,,,Legendary Blacksmith,Herrero Legendario,Herrero Legendario
SHLSDESC1,progression,Attribute,,,Legend Crafter,Artesano de Leyendas,Artesano de Leyendas
SHLSDESC2,progression,Attribute,,,Supreme Smith,Forjador Supremo,Forjador Supremo
SHLSDESC3,progression,Attribute,,,Myth Maker,Creador de Mitos,Creador de Mitos

